n_of_reviews,avg_review_rating,avg_days_between_reviews,max_days_between_reviews,min_days_between_reviews,product_ID,cluster_ID,pagerank,eigenvector_cent,clustering_coef,w_degree,fake_score,fake
134,4.6940298507462686,18.96992481203007,436.0,0.0,3577,15,0.0007595654589001,2.588075226585867e-07,0.0977443609022556,80.0,0.13,0
202,4.554455445544554,15.38308457711442,607.0,0.0,3579,15,0.0009646150830991,7.194741060871739e-06,0.0703957382039573,104.0,0.05,0
267,4.546816479400749,12.097744360902244,572.0,0.0,3574,15,0.0006983947585395,1.2394938047664092e-07,0.0624151967435549,71.0,0.08,0
124,4.395161290322581,19.4390243902439,308.0,0.0,3578,15,0.0007508187410001,1.90493123447667e-06,0.1173982020095187,79.0,0.1,0
130,3.969230769230769,29.14728682170543,527.0,0.0,3589,15,0.00061502568484,1.8907276251219356e-06,0.1448051948051948,61.0,0.07,0
194,4.721649484536083,16.20725388601036,443.0,0.0,3598,15,0.0004484853141718,9.516766814875349e-08,0.0654338549075391,40.0,0.09,0
580,4.346551724137931,7.060449050086354,447.0,0.0,3619,15,0.0004181312504077,1.8036048507079692e-06,0.0606060606060606,37.0,0.04,0
190,4.226315789473684,20.04232804232804,511.0,0.0,3630,15,0.0005074231213774,1.0200498522918561e-07,0.0824524312896406,47.0,0.05,0
326,4.6871165644171775,12.772307692307685,507.0,0.0,3641,15,0.0006192547937701,7.134939659601813e-06,0.0686868686868686,61.0,0.06,0
622,3.721864951768489,6.650563607085336,410.0,0.0,3644,15,0.0007487311350859,0.0026453766296617,0.0451345755693581,78.0,0.04,0
99,4.606060606060606,32.62244897959183,522.0,0.0,3646,15,0.0006762540954008,1.2364163488776793e-05,0.1215277777777777,69.0,0.13,0
173,4.635838150289017,13.66279069767441,410.0,0.0,3673,15,0.0007446089289848,1.4755443099921618e-07,0.0683060109289617,77.0,0.09,0
251,4.254980079681275,16.512,312.0,0.0,3674,15,0.0007059448468034,1.9043621281016043e-06,0.0673758865248227,72.0,0.03,0
232,4.551724137931035,18.034632034632025,331.0,0.0,3696,15,0.0005775346923895,1.4431324667158174e-07,0.0656108597285067,56.0,0.06,0
214,4.392523364485982,12.028169014084504,375.0,0.0,3700,15,0.00083341627436,1.9083549749514265e-06,0.0720321931589537,87.0,0.07,0
439,4.079726651480637,7.497716894977164,316.0,0.0,3743,15,0.0005979149666491,8.830344372629966e-06,0.0530612244897959,58.0,0.02,0
535,4.319626168224299,6.702247191011227,361.0,0.0,3750,15,0.0007360307634254,1.918956865486879e-06,0.0737222976028946,73.0,0.06,0
417,4.386091127098322,9.41586538461538,313.0,0.0,3787,15,0.0008373197762637,1.8980022504457623e-06,0.060931899641577,91.0,0.05,0
214,4.5,19.4413145539906,313.0,0.0,3788,15,0.0007467966857187,1.906772976724696e-06,0.0942460317460317,78.0,0.05,0
151,4.80794701986755,25.94,329.0,0.0,3804,15,0.0006769610476105,3.6907062909677447e-06,0.1215663354763296,70.0,0.14,0
101,3.93069306930693,41.42,651.0,0.0,3805,15,0.0008745872897506,7.230624109067736e-06,0.1864197530864197,94.0,0.12,0
416,4.391826923076923,8.021686746987951,353.0,0.0,3815,15,0.0005763134400592,9.878460076187798e-07,0.0648567119155354,56.0,0.06,0
565,4.458407079646018,6.842198581560278,360.0,0.0,3827,15,0.0008212077483661,5.436258600496674e-06,0.0592279217345319,85.0,0.07,0
412,4.725728155339806,5.90267639902676,322.0,0.0,3830,15,0.0022708240430586,3.96440742019751e-06,0.1256410256410256,528.0,0.12,0
329,3.9604863221884496,12.72865853658536,584.0,0.0,3832,15,0.000394517712057,7.226335524934025e-08,0.1354838709677419,34.0,0.08,0
257,4.618677042801556,16.12109375,375.0,0.0,3837,15,0.0006360943415924,5.415616755623182e-06,0.0689655172413793,63.0,0.05,0
214,4.102803738317757,18.13145539906103,259.0,0.0,3843,15,0.0007660931514068,5.426370348465868e-06,0.083702213279678,79.0,0.03,0
175,4.297142857142857,18.84482758620689,417.0,0.0,3845,15,0.0006651956310429,1.9305569945183023e-06,0.1591750396615547,68.0,0.05,0
247,4.161943319838056,11.35365853658536,354.0,0.0,3856,15,0.0007417603372796,3.674194945581309e-06,0.0732394366197183,76.0,0.04,0
166,4.246987951807229,18.62424242424241,458.0,0.0,3861,15,0.000572451164872,1.0821457795016933e-07,0.0791836734693877,55.0,0.07,0
285,4.729824561403508,12.27112676056338,398.0,0.0,3864,15,0.0006367715505126,5.350407791943052e-06,0.0570175438596491,62.0,0.07,0
315,4.079365079365079,13.487261146496806,425.0,0.0,3866,15,0.0004545892763205,1.83172951545482e-06,0.0564102564102564,41.0,0.05,0
343,4.142857142857143,11.666666666666666,543.0,0.0,3881,15,0.0005418685891399,1.872352965757088e-06,0.0780141843971631,55.0,0.04,0
373,3.546916890080429,9.0,370.0,0.0,3889,15,0.000698852696034,1.8936286867029853e-06,0.0612021857923497,73.0,0.04,0
527,4.502846299810247,7.574144486692014,566.0,0.0,3916,15,0.0006397746424908,4.316325832930449e-06,0.0841807909604519,66.0,0.07,0
405,4.45679012345679,10.693069306930685,653.0,0.0,3920,15,0.0004374841993384,7.38059804364112e-08,0.0440967283072546,39.0,0.12,0
473,3.985200845665962,7.807203389830498,543.0,0.0,3936,15,0.0004422053483972,1.7973555338324012e-06,0.057057057057057,39.0,0.05,0
220,4.531818181818182,15.16894977168949,534.0,0.0,3949,15,0.0005420986228792,3.591817808665903e-06,0.0558510638297872,52.0,0.04,0
465,3.578494623655914,8.818965517241377,496.0,0.0,3956,15,0.0007011371353063,1.9042946921012915e-06,0.0813492063492063,72.0,0.04,0
229,4.292576419213974,16.609649122807014,671.0,0.0,3966,15,0.0006160530795149,3.644878349356732e-06,0.0995475113122171,61.0,0.03,0
309,4.067961165048544,12.155844155844155,437.0,0.0,3962,15,0.0005197759791393,1.3561515803117825e-07,0.0685249709639953,49.0,0.06,0
311,4.405144694533762,12.083870967741932,308.0,0.0,3999,15,0.0010650140192222,2.3020495953826405e-07,0.091511387163561,119.0,0.14,0
295,4.71864406779661,13.622448979591828,367.0,0.0,4000,15,0.0008164412612743,1.33264635785966e-07,0.0776659959758551,85.0,0.09,0
235,4.246808510638298,15.93589743589743,303.0,0.0,4008,15,0.0017842575623349,1.3204833021118381e-07,0.1418439716312056,290.0,0.22,0
235,4.246808510638298,15.93589743589743,303.0,0.0,4007,15,0.0017842575623335,1.320483302138606e-07,0.1418439716312056,290.0,0.22,0
235,4.395744680851064,17.367521367521366,544.0,0.0,4010,15,0.0006873746172918,7.133372818803087e-06,0.0658536585365853,70.0,0.04,0
167,4.497005988023952,26.19277108433735,736.0,0.0,4031,15,0.0006472414749387,3.6556701760347057e-06,0.1285797779076563,67.0,0.08,0
200,4.345,20.824120603015068,736.0,0.0,4035,15,0.0005691271299388,1.634660764645599e-07,0.1983805668016194,55.0,0.11,0
372,4.459677419354839,10.64690026954177,596.0,0.0,4043,15,0.0006393739703541,1.859807482631774e-06,0.0642898889538281,62.0,0.05,0
298,4.261744966442953,13.861952861952858,459.0,0.0,4046,15,0.0004415140527417,1.0351356871547669e-07,0.0523809523809523,40.0,0.09,0
503,4.047713717693837,6.0199203187250925,401.0,0.0,4054,15,0.0005679618608711,1.84517544976682e-06,0.0493197278911564,55.0,0.03,0
606,3.684818481848185,6.849586776859503,446.0,0.0,4060,15,0.0006280059919294,1.8718695650168376e-06,0.085064935064935,62.0,0.05,0
183,4.191256830601093,22.774725274725267,485.0,0.0,4069,15,0.0005921693510057,1.8572010238622317e-06,0.0686868686868686,57.0,0.04,0
413,3.753026634382567,10.832524271844653,382.0,0.0,4073,15,0.0007584639730093,3.673316634827303e-06,0.1195853387634209,79.0,0.05,0
290,4.617241379310345,9.37716262975778,354.0,0.0,4085,15,0.0005900135103391,3.622911436777028e-06,0.0638606676342525,58.0,0.05,0
431,4.020881670533643,9.993023255813949,398.0,0.0,4132,15,0.0006438544720061,3.635664455301535e-06,0.0496067755595886,64.0,0.04,0
237,4.662447257383966,16.351694915254235,526.0,0.0,4148,15,0.0006330358999191,3.63082683125824e-06,0.0816696914700544,66.0,0.05,0
284,4.137323943661972,11.621908127208473,446.0,0.0,4155,15,0.0004891490317951,8.695263741963062e-08,0.0664451827242525,45.0,0.06,0
455,3.0263736263736263,7.548458149779734,463.0,0.0,4171,15,0.0005883719992413,1.8619510321598543e-06,0.0823529411764705,57.0,0.04,0
185,4.670270270270271,14.79347826086956,427.0,0.0,4174,15,0.000688493855055,3.648559150645616e-06,0.0607769423558897,70.0,0.05,0
302,2.937086092715232,12.973421926910287,704.0,0.0,4188,15,0.0004384803204914,7.77601120182694e-08,0.054054054054054,39.0,0.08,0
285,4.649122807017544,10.6338028169014,568.0,0.0,4195,15,0.0007575863061697,1.0425151116071696e-06,0.0608695652173913,77.0,0.08,0
130,4.776923076923077,26.04651162790697,365.0,0.0,4210,15,0.0005831900663682,1.8961331867531536e-06,0.0810621942697414,59.0,0.12,0
159,4.584905660377358,19.99367088607595,298.0,0.0,4215,15,0.0007255271163717,1.9370500781985365e-06,0.0972862263184843,75.0,0.07,0
592,4.260135135135135,6.780033840947547,629.0,0.0,4220,15,0.0008291520097352,3.654114111240931e-06,0.0669330669330669,87.0,0.07,0
239,3.96652719665272,16.974789915966376,667.0,0.0,4230,15,0.000537368023006,1.2789179454250034e-07,0.0634249471458773,51.0,0.06,0
250,4.148,13.184738955823288,275.0,0.0,4247,15,0.0007802326127754,3.596672454175258e-06,0.0492753623188405,82.0,0.04,0
369,2.807588075880759,6.619565217391297,365.0,0.0,4255,15,0.0005951313445516,1.1389220636585709e-07,0.0564705882352941,58.0,0.06,0
610,4.232786885245901,5.001642036124792,525.0,0.0,4265,15,0.0008925800502223,4.539340621677136e-06,0.0546218487394957,95.0,0.05,0
197,4.086294416243655,19.12755102040816,509.0,0.0,4271,15,0.0015806669590343,1.1018019596751763e-06,0.1033816425120772,242.0,0.19,0
259,4.142857142857143,14.120155038759687,404.0,0.0,4293,15,0.0006261628610989,1.3580558236206197e-07,0.0943396226415094,63.0,0.06,0
311,4.389067524115756,12.84838709677419,545.0,0.0,4313,15,0.0010904142690732,2.0203968149410246e-06,0.0561616161616161,119.0,0.1,0
286,4.381118881118881,9.614035087719294,472.0,0.0,4296,15,0.0007867471639165,1.9432159043226018e-06,0.0651610514624213,82.0,0.06,0
179,3.977653631284916,19.162921348314608,532.0,0.0,4323,15,0.0007387919128059,5.396638177183247e-06,0.0933503836317135,76.0,0.05,0
251,4.290836653386454,14.616,482.0,0.0,4326,15,0.0004048286137861,1.8002110105281704e-06,0.1370967741935483,35.0,0.08,0
227,4.643171806167401,18.23008849557522,362.0,0.0,4337,15,0.0005373254012379,9.243961425193297e-08,0.0859929078014184,52.0,0.06,0
378,3.566137566137566,11.91777188328912,354.0,0.0,4347,15,0.0005377382272442,1.862479323578812e-06,0.0629251700680272,52.0,0.03,0
207,4.57487922705314,17.8009708737864,516.0,0.0,4360,15,0.0006063429942401,5.403054400311027e-06,0.162907268170426,60.0,0.03,0
155,4.587096774193548,20.5,358.0,0.0,4379,15,0.0004710797735066,5.9076657140165775e-08,0.0948717948717948,42.0,0.08,0
285,4.171929824561404,9.29225352112676,483.0,0.0,4384,15,0.00079676960134,1.9058168200340444e-06,0.0519480519480519,82.0,0.06,0
211,4.549763033175355,18.48095238095237,265.0,0.0,4406,15,0.0004719007902692,3.5961893748102617e-06,0.0853658536585365,43.0,0.04,0
286,3.986013986013986,11.768421052631574,321.0,0.0,4408,15,0.0004116442722285,4.6511658799449346e-08,0.0695187165775401,37.0,0.09,0
218,3.720183486238532,19.69124423963133,346.0,0.0,4409,15,0.0005212702873527,0.0026470520943235,0.101010101010101,53.0,0.02,0
310,4.329032258064516,13.187702265372163,396.0,0.0,4419,15,0.0005326973000178,1.029300298708857e-07,0.0718085106382978,51.0,0.08,0
194,3.932989690721649,20.860103626943,378.0,0.0,4447,15,0.0005704672156308,5.332276394592392e-06,0.0975177304964538,55.0,0.02,0
69,4.318840579710145,59.07352941176471,527.0,0.0,4458,15,0.0009242100926776,5.442155540390123e-06,0.1764528756398675,99.0,0.2,0
269,4.520446096654275,16.638059701492534,438.0,0.0,4467,15,0.0004754392627411,4.284904094129143e-06,0.056910569105691,45.0,0.04,0
262,4.694656488549619,13.164750957854398,384.0,0.0,4470,15,0.0007273537814353,1.9828084299131166e-06,0.0699404761904761,80.0,0.04,0
244,4.233606557377049,16.703703703703702,588.0,0.0,4475,15,0.0005453683686441,3.595160195634773e-06,0.0748299319727891,54.0,0.02,0
381,4.351706036745407,10.847368421052629,316.0,0.0,4479,15,0.0004856086272459,1.8419462852930704e-06,0.051051051051051,46.0,0.03,0
222,3.9864864864864864,10.312217194570128,338.0,0.0,4499,15,0.0008165946783605,6.092916530432501e-06,0.0832432432432432,87.0,0.05,0
327,4.055045871559633,11.496932515337418,607.0,0.0,4504,15,0.0015321536892216,5.963553169200273e-08,0.1366666666666666,352.0,0.21,0
492,3.8983739837398375,8.126272912423623,335.0,0.0,4526,15,0.0006067301839616,3.636874374446776e-06,0.047519217330538,60.0,0.02,0
762,3.8674540682414698,5.429697766097234,673.0,0.0,4529,15,0.0006765159609412,1.776689546891349e-07,0.0617486338797814,68.0,0.08,0
241,3.858921161825726,16.975,390.0,0.0,4531,15,0.000552076204799,1.84712312334878e-06,0.0585858585858585,53.0,0.02,0
163,3.668711656441718,21.33333333333333,377.0,0.0,4571,15,0.0004831117445504,6.177192695664755e-08,0.0620782726045884,44.0,0.05,0
191,4.057591623036649,20.021052631578947,505.0,0.0,4572,15,0.0004331387533887,2.712318098983622e-06,0.084084084084084,39.0,0.06,0
193,3.854922279792746,17.744791666666668,462.0,0.0,4577,15,0.00063628195304,1.860849933919413e-06,0.0722789115646258,63.0,0.03,0
332,4.774096385542169,12.510574018126889,611.0,0.0,4596,15,0.0008270977405309,3.658520207971249e-06,0.0845864661654135,87.0,0.08,0
329,3.814589665653495,12.649390243902433,753.0,0.0,4599,15,0.0006664305229478,3.671552971260099e-06,0.0676691729323308,67.0,0.06,0
281,4.608540925266904,10.992857142857142,562.0,0.0,4610,15,0.0008829620565077,2.824364596212113e-06,0.0631795474581251,92.0,0.08,0
192,4.71875,25.863874345549736,661.0,0.0,4647,15,0.0006447516042042,7.148012475373731e-06,0.0820802005012531,65.0,0.06,0
226,4.588495575221239,17.604444444444443,343.0,0.0,4690,15,0.0004564066316391,1.0290931826729005e-07,0.0782051282051282,44.0,0.07,0
286,3.727272727272727,14.5438596491228,503.0,0.0,4694,15,0.0004651981222842,1.0773807692405893e-07,0.1024182076813655,43.0,0.07,0
201,3.9751243781094527,20.56,478.0,0.0,4701,15,0.0004551539262313,8.678806137752321e-08,0.0765765765765765,40.0,0.08,0
521,3.380038387715931,8.882692307692304,320.0,0.0,4712,15,0.0006085433429502,3.5978627955067876e-06,0.060796645702306,58.0,0.04,0
262,4.572519083969466,15.708812260536387,354.0,0.0,4716,15,0.0009119206748853,7.21900480948895e-06,0.0859456635318704,98.0,0.05,0
284,4.095070422535211,14.3886925795053,505.0,0.0,4735,15,0.000522384313644,8.252399816389616e-08,0.0809523809523809,49.0,0.06,0
480,4.616666666666666,9.41753653444676,364.0,0.0,4757,15,0.0005058170106125,1.8425768907178432e-06,0.0684551341350601,48.0,0.04,0
425,4.614117647058824,8.367924528301886,381.0,0.0,4760,15,0.0010682305671638,3.743952849185839e-06,0.0576527110501029,112.0,0.09,0
227,4.47136563876652,15.296460176991143,559.0,0.0,4773,15,0.0007223015507141,1.866950864168216e-06,0.0557644110275689,77.0,0.04,0
292,4.732876712328767,14.18900343642611,402.0,0.0,4775,15,0.0009688177267701,2.007604354816671e-06,0.063680118474639,103.0,0.08,0
203,3.931034482758621,16.87623762376237,384.0,0.0,4781,15,0.0005109736893366,8.814085150085903e-06,0.0743321718931475,48.0,0.02,0
282,4.691489361702128,13.08540925266904,320.0,0.0,4792,15,0.0009992964355315,8.994539112938513e-06,0.0742296918767507,107.0,0.1,0
618,4.5129449838187705,6.623987034035649,424.0,0.0,4809,15,0.0005935457496987,8.834348979980927e-06,0.0452127659574468,57.0,0.04,0
468,4.495726495726496,7.503211991434687,334.0,0.0,4821,15,0.000942135290702,1.9444444548582842e-07,0.0572012257405515,98.0,0.09,0
222,4.63963963963964,17.601809954751122,331.0,0.0,4861,15,0.0005930449878122,1.4068991105102245e-07,0.0866526904262753,60.0,0.06,0
148,4.587837837837838,23.05442176870748,275.0,0.0,4890,15,0.0009172125360977,3.697085309748414e-06,0.0793905372894947,100.0,0.09,0
167,4.1437125748503,18.813253012048182,394.0,0.0,4893,15,0.0005993137304717,1.1233852375003293e-07,0.0805515239477503,59.0,0.07,0
144,4.6875,25.20979020979021,408.0,0.0,4913,15,0.00068682526795,1.926016853905674e-06,0.1245901639344262,70.0,0.07,0
249,4.477911646586345,9.858870967741932,391.0,0.0,4928,15,0.000736212460525,1.9858761463251298e-06,0.0808853118712273,75.0,0.05,0
245,4.685714285714286,16.606557377049178,423.0,0.0,4927,15,0.0006104163838099,1.0465207363664145e-07,0.0525252525252525,61.0,0.06,0
344,4.601744186046512,11.973760932944607,346.0,0.0,4933,15,0.000601077570073,1.2703770932604832e-07,0.0678733031674208,59.0,0.08,0
442,4.203619909502263,8.052154195011331,482.0,0.0,4990,15,0.0024463070512898,2.6325499144839525e-06,0.0961038961038961,516.0,0.16,0
533,3.870544090056285,6.434210526315787,586.0,0.0,4992,15,0.0007408035655908,1.892725480154761e-06,0.0451923076923076,77.0,0.04,0
528,4.339015151515151,7.781783681214422,473.0,0.0,5003,15,0.000446331606774,6.139008843423509e-08,0.0525525525525525,39.0,0.08,0
372,3.905913978494624,8.355795148247974,388.0,0.0,5019,15,0.0008727609135931,5.416999731622626e-06,0.0570854847963281,91.0,0.05,0
506,4.183794466403162,6.350495049504942,769.0,0.0,5030,15,0.0005287603690325,8.830474035572843e-06,0.0655391120507399,50.0,0.05,0
185,3.832432432432432,20.331521739130427,518.0,0.0,5044,15,0.0005143776854601,1.8636069235001315e-06,0.0549242424242424,47.0,0.03,0
211,4.018957345971564,17.066666666666666,517.0,0.0,5067,15,0.0005108326885414,1.8302456664565136e-06,0.2269841269841269,48.0,0.11,0
386,4.551813471502591,9.71168831168831,399.0,0.0,5071,15,0.0006416680792368,1.919433770827955e-06,0.0821548821548821,65.0,0.06,0
84,3.869047619047619,39.57831325301205,707.0,0.0,5084,15,0.000987667283794,1.961243266232856e-06,0.1400180668473351,107.0,0.1,0
231,4.32034632034632,20.352173913043472,647.0,0.0,5103,15,0.0005864406889065,1.8802256793759872e-06,0.0941558441558441,59.0,0.03,0
248,4.342741935483871,14.51417004048582,709.0,0.0,5105,15,0.0007935300032722,3.7134155941709735e-06,0.0623417721518987,83.0,0.05,0
413,3.665859564164649,9.150485436893195,538.0,0.0,5113,15,0.000577750204785,1.8510930389755707e-06,0.0746606334841629,55.0,0.04,0
194,3.329896907216495,14.160621761658032,376.0,0.0,5128,15,0.0006791417841891,1.1434511489095057e-07,0.0961945031712473,69.0,0.05,0
369,4.501355013550136,10.451086956521737,345.0,0.0,5133,15,0.0005906192948224,1.1366066854136777e-07,0.0544267053701015,58.0,0.08,0
176,4.471590909090909,15.411428571428564,352.0,0.0,5148,15,0.0004304886732127,7.41206718822509e-08,0.063063063063063,39.0,0.09,0
325,4.630769230769231,12.50925925925926,373.0,0.0,5162,15,0.000688624893574,4.514270495526666e-06,0.06558118498417,72.0,0.06,0
160,4.2,19.314465408805024,479.0,0.0,5157,15,0.0005867480931218,1.3955831113126602e-07,0.076869322152341,59.0,0.07,0
196,4.663265306122449,19.753846153846144,605.0,0.0,5198,15,0.0008066186428461,1.9076390712930117e-06,0.0858395989974937,87.0,0.05,0
301,4.54485049833887,11.893333333333333,319.0,0.0,5202,15,0.0009664333202413,5.435344357736333e-06,0.0547905909351692,102.0,0.06,0
317,4.634069400630914,12.129746835443031,388.0,0.0,5199,15,0.0010169142477395,1.759707231412031e-07,0.0547875064004096,114.0,0.12,0
328,3.6280487804878048,11.932721712538218,362.0,0.0,5222,15,0.0008019657650807,1.6223240821595226e-07,0.0978090766823161,83.0,0.08,0
268,4.246268656716418,11.314606741573032,311.0,0.0,5221,15,0.0005763891521314,3.5911309238540445e-06,0.0517647058823529,57.0,0.02,0
228,3.842105263157895,16.233480176211447,509.0,0.0,5233,15,0.0004811676780137,1.8163301585043092e-06,0.0662020905923344,44.0,0.03,0
128,4.4375,25.00787401574804,616.0,0.0,5239,15,0.0005476560432958,6.078192361959398e-06,0.0586734693877551,54.0,0.07,0
256,4.1328125,14.90588235294117,518.0,0.0,5248,15,0.0006286363980229,3.628226801393415e-06,0.0625942684766214,62.0,0.03,0
191,4.43455497382199,19.805263157894736,400.0,0.0,5285,15,0.0005466539807951,2.7147980873114004e-06,0.1222222222222222,52.0,0.03,0
113,4.398230088495575,32.24107142857142,456.0,0.0,5287,15,0.0005619643865939,1.5992843308141872e-07,0.15263644773358,56.0,0.13,0
352,4.610795454545454,11.8062678062678,654.0,0.0,5295,15,0.0005318229054115,1.1715430000728559e-07,0.0859903381642512,52.0,0.11,0
178,4.179775280898877,22.38983050847457,664.0,0.0,5311,15,0.0006103711183675,3.6318008087445247e-06,0.0888888888888888,60.0,0.05,0
454,4.814977973568282,7.514348785871956,281.0,0.0,5310,15,0.0006506985277722,1.3878396442370132e-07,0.0656883298392732,66.0,0.1,0
220,3.881818181818182,16.2283105022831,464.0,0.0,5371,15,0.0006316489737417,3.624276769675704e-06,0.1285714285714285,62.0,0.03,0
183,4.26775956284153,21.1043956043956,441.0,0.0,5379,15,0.0005270579854741,1.1215649141185246e-07,0.0492753623188405,49.0,0.07,0
466,4.633047210300429,8.875268817204294,321.0,0.0,5388,15,0.0007148362380989,1.5199792896692057e-07,0.0489510489510489,72.0,0.08,0
301,4.398671096345515,13.403333333333334,281.0,0.0,5382,15,0.000798453643562,1.9038919980303571e-06,0.0639269406392694,82.0,0.07,0
361,4.700831024930748,11.369444444444444,623.0,0.0,5396,15,0.0006580060994299,4.296577447573552e-06,0.1050847457627118,69.0,0.08,0
469,4.40724946695096,8.54914529914529,610.0,0.0,5404,15,0.000523648000477,8.00567012085515e-08,0.062367864693446,48.0,0.06,0
341,4.32258064516129,11.8,506.0,0.0,5409,15,0.0005588056790489,5.330608989216918e-06,0.0666666666666666,53.0,0.03,0
239,4.397489539748954,15.424369747899156,502.0,0.0,5413,15,0.0004879334937501,8.2188645538294e-08,0.1556329849012775,45.0,0.06,0
413,4.518159806295399,8.174757281553392,483.0,0.0,5414,15,0.0005944815263401,9.075142692107923e-08,0.0658823529411764,59.0,0.08,0
250,4.016,16.630522088353413,363.0,0.0,5424,15,0.0006124699926532,1.858719124682932e-06,0.0626262626262626,61.0,0.02,0
317,4.662460567823344,11.68037974683544,344.0,0.0,5435,15,0.0006232863053221,1.40919324502477e-05,0.0579124579124579,62.0,0.05,0
192,3.5104166666666665,18.38743455497382,450.0,0.0,5464,15,0.0005770240041797,1.343073477567555e-07,0.140461215932914,57.0,0.05,0
154,4.162337662337662,22.862745098039213,372.0,0.0,5475,15,0.000731336953121,5.423054692504895e-06,0.113871635610766,76.0,0.06,0
222,4.1891891891891895,17.936651583710404,475.0,0.0,5477,15,0.0008170430958752,1.3714838802024272e-07,0.0839260312944523,90.0,0.07,0
523,4.273422562141492,7.195402298850567,456.0,0.0,5469,15,0.0010328762907181,2.003446022832387e-07,0.0696517412935323,115.0,0.12,0
243,3.7777777777777777,14.56611570247934,294.0,0.0,5478,15,0.0010321014069728,1.8671087934709546e-07,0.0869565217391304,118.0,0.08,0
271,4.0664206642066425,13.766666666666667,590.0,0.0,5480,15,0.0009633547813919,5.367446679889808e-06,0.0869565217391304,108.0,0.04,0
355,3.4422535211267604,9.432203389830498,400.0,0.0,5473,15,0.001112525303685,1.9106284725683836e-06,0.0816326530612244,128.0,0.08,0
370,4.881081081081081,7.680216802168021,652.0,0.0,5515,15,0.0005677948504131,1.8327741417896483e-06,0.0656028368794326,56.0,0.1,0
420,4.204761904761905,9.021479713603808,600.0,0.0,5533,15,0.001053147987697,2.0354036003124497e-06,0.0782472613458528,124.0,0.08,0
323,4.272445820433436,12.06521739130434,504.0,0.0,5553,15,0.0008808691511997,3.7057723110793862e-06,0.0668387837062535,93.0,0.05,0
431,4.477958236658933,10.04418604651162,548.0,0.0,5570,15,0.000809187669132,1.902099345398653e-06,0.0582456140350877,82.0,0.06,0
694,4.214697406340058,5.780663780663773,501.0,0.0,5580,15,0.0005356080955639,7.746203088992487e-06,0.061054579093432,51.0,0.03,0
207,4.173913043478261,15.199029126213588,532.0,0.0,5583,15,0.000522707783926,7.088375875069583e-06,0.0742240215924426,49.0,0.03,0
651,4.376344086021505,6.396923076923067,377.0,0.0,5584,15,0.0007850390804483,3.652156414914332e-06,0.0610328638497652,82.0,0.06,0
218,3.665137614678899,16.276497695852534,759.0,0.0,5589,15,0.000626188504068,1.3807688794341906e-07,0.0933583959899749,61.0,0.05,0
237,4.658227848101266,10.415254237288124,261.0,0.0,5618,15,0.0006384376857375,3.6064178184478856e-06,0.0601503759398496,64.0,0.04,0
267,3.966292134831461,11.582706766917292,314.0,0.0,5667,15,0.0006067188334556,1.86996108038486e-06,0.0611010284331518,63.0,0.03,0
199,4.567839195979899,12.398989898989896,370.0,0.0,5676,15,0.0005550556917718,1.1469017883446573e-07,0.0658823529411764,54.0,0.06,0
168,4.672619047619048,24.568862275449096,487.0,0.0,5699,15,0.0006258084633115,3.6224421130534927e-06,0.1027568922305764,62.0,0.07,0
186,4.639784946236559,16.681081081081075,315.0,0.0,5733,15,0.0007423914606055,1.915163641979579e-06,0.0707188778492109,75.0,0.07,0
276,4.666666666666667,12.461818181818172,377.0,0.0,5731,15,0.0007520797426572,1.9075474414832217e-06,0.0818112633181126,79.0,0.06,0
139,4.697841726618705,17.760869565217384,362.0,0.0,5797,15,0.0005236387371335,9.197959228468699e-08,0.0821256038647343,51.0,0.1,0
486,4.462962962962963,7.989690721649479,454.0,0.0,5817,15,0.0008831452453335,3.688710121846638e-06,0.0593803786574871,93.0,0.06,0
152,4.5855263157894735,19.95364238410596,259.0,0.0,5824,15,0.0007765967302166,1.8819415543766763e-06,0.0670175438596491,80.0,0.07,0
263,4.178707224334601,15.251908396946565,432.0,0.0,5833,15,0.0005139998718681,1.0130659380517153e-07,0.0528541226215644,51.0,0.05,0
177,4.559322033898305,18.33522727272727,647.0,0.0,5826,15,0.0005909577587301,1.8717470349121528e-06,0.0803633822501747,57.0,0.07,0
311,4.459807073954984,9.758064516129028,369.0,0.0,5845,15,0.0006172885837475,3.6080368206169654e-06,0.0612244897959183,60.0,0.04,0
268,4.686567164179104,11.49438202247191,423.0,0.0,5847,15,0.0004355020752884,7.069094619330602e-06,0.0766488413547237,39.0,0.08,0
304,4.536184210526316,10.267326732673263,338.0,0.0,5850,15,0.0008829966731941,3.6988869094283777e-06,0.0674495633845227,93.0,0.06,0
680,3.5764705882352943,5.699558173784977,318.0,0.0,5852,15,0.0005350036096461,1.2957248795356633e-07,0.0510204081632653,51.0,0.05,0
259,4.741312741312742,12.15503875968992,547.0,0.0,5902,15,0.0010044064545068,1.9723909234837936e-06,0.0721649484536082,107.0,0.1,0
315,3.914285714285714,10.863057324840764,343.0,0.0,5920,15,0.0008266159696703,6.089874389322619e-06,0.0607017543859649,87.0,0.05,0
214,4.317757009345795,17.751173708920184,443.0,0.0,5945,15,0.0004227002052562,3.5565803021935283e-06,0.0698412698412698,37.0,0.06,0
166,3.6626506024096384,21.618181818181817,499.0,0.0,5964,15,0.0005588533376728,9.543335680245798e-08,0.1380392156862745,54.0,0.06,0
